Date;Time;LEVEL;TEMPERATURE;Station_ID
2021-06-10;08:00:00;-0.2032;3.375;BSM2
2021-06-10;08:30:00;-0.2036;3.376;BSM2
2021-06-10;09:00:00;-0.204;3.377;BSM2
2021-06-10;09:30:00;-0.2045;3.377;BSM2
2021-06-10;10:00:00;-0.2038;3.378;BSM2
2021-06-10;10:30:00;-0.2039;3.379;BSM2
2021-06-10;11:00:00;-0.204;3.379;BSM2
2021-06-10;11:30:00;-0.2047;3.38;BSM2
2021-06-10;12:00:00;-0.2064;3.382;BSM2
2021-06-10;12:30:00;-0.2059;3.382;BSM2
2021-06-10;13:00:00;-0.2047;3.383;BSM2
2021-06-10;13:30:00;-0.2037;3.385;BSM2
2021-06-10;14:00:00;-0.2048;3.386;BSM2
2021-06-10;14:30:00;-0.2057;3.387;BSM2
2021-06-10;15:00:00;-0.2054;3.388;BSM2
2021-06-10;15:30:00;-0.2059;3.388;BSM2
2021-06-10;16:00:00;-0.2055;3.39;BSM2
2021-06-10;16:30:00;-0.206;3.39;BSM2
2021-06-10;17:00:00;-0.2059;3.392;BSM2
2021-06-10;17:30:00;-0.2058;3.393;BSM2
2021-06-10;18:00:00;-0.2054;3.394;BSM2
2021-06-10;18:30:00;-0.2056;3.394;BSM2
2021-06-10;19:00:00;-0.2048;3.396;BSM2
2021-06-10;19:30:00;-0.2035;3.398;BSM2
2021-06-10;20:00:00;-0.2022;3.398;BSM2
2021-06-10;20:30:00;-0.2028;3.399;BSM2
2021-06-10;21:00:00;-0.2022;3.399;BSM2
2021-06-10;21:30:00;-0.2018;3.4;BSM2
2021-06-10;22:00:00;-0.2014;3.401;BSM2
2021-06-10;22:30:00;-0.2011;3.402;BSM2
2021-06-10;23:00:00;-0.2012;3.403;BSM2
2021-06-10;23:30:00;-0.2005;3.404;BSM2
2021-06-11;00:00:00;-0.2001;3.404;BSM2
2021-06-11;00:30:00;-0.2002;3.406;BSM2
2021-06-11;01:00:00;-0.2;3.407;BSM2
2021-06-11;01:30:00;-0.1992;3.408;BSM2
2021-06-11;02:00:00;-0.2062;3.41;BSM2
2021-06-11;02:30:00;-0.2029;3.41;BSM2
2021-06-11;03:00:00;-0.2017;3.411;BSM2
2021-06-11;03:30:00;-0.2001;3.412;BSM2
2021-06-11;04:00:00;-0.1996;3.413;BSM2
2021-06-11;04:30:00;-0.1996;3.415;BSM2
2021-06-11;05:00:00;-0.1996;3.416;BSM2
2021-06-11;05:30:00;-0.1993;3.417;BSM2
2021-06-11;06:00:00;-0.1995;3.419;BSM2
2021-06-11;06:30:00;-0.2002;3.42;BSM2
2021-06-11;07:00:00;-0.2047;3.421;BSM2
2021-06-11;07:30:00;-0.2059;3.421;BSM2
2021-06-11;08:00:00;-0.2066;3.423;BSM2
2021-06-11;08:30:00;-0.2058;3.424;BSM2
2021-06-11;09:00:00;-0.2056;3.425;BSM2
2021-06-11;09:30:00;-0.2056;3.427;BSM2
2021-06-11;10:00:00;-0.2057;3.428;BSM2
2021-06-11;10:30:00;-0.2059;3.428;BSM2
2021-06-11;11:00:00;-0.2043;3.429;BSM2
2021-06-11;11:30:00;-0.2047;3.43;BSM2
2021-06-11;12:00:00;-0.2075;3.431;BSM2
2021-06-11;12:30:00;-0.2087;3.433;BSM2
2021-06-11;13:00:00;-0.2063;3.434;BSM2
2021-06-11;13:30:00;-0.2079;3.435;BSM2
2021-06-11;14:00:00;-0.2074;3.437;BSM2
2021-06-11;14:30:00;-0.2046;3.437;BSM2
2021-06-11;15:00:00;-0.2044;3.439;BSM2
2021-06-11;15:30:00;-0.2031;3.44;BSM2
2021-06-11;16:00:00;-0.2021;3.44;BSM2
2021-06-11;16:30:00;-0.2012;3.442;BSM2
2021-06-11;17:00:00;-0.2003;3.442;BSM2
2021-06-11;17:30:00;-0.1997;3.443;BSM2
2021-06-11;18:00:00;-0.1993;3.445;BSM2
2021-06-11;18:30:00;-0.2037;3.447;BSM2
2021-06-11;19:00:00;-0.2018;3.447;BSM2
2021-06-11;19:30:00;-0.2;3.448;BSM2
2021-06-11;20:00:00;-0.2;3.449;BSM2
2021-06-11;20:30:00;-0.2008;3.45;BSM2
2021-06-11;21:00:00;-0.1998;3.451;BSM2
2021-06-11;21:30:00;-0.1989;3.452;BSM2
2021-06-11;22:00:00;-0.196;3.453;BSM2
2021-06-11;22:30:00;-0.1936;3.454;BSM2
2021-06-11;23:00:00;-0.1937;3.456;BSM2
2021-06-11;23:30:00;-0.1928;3.457;BSM2
2021-06-12;00:00:00;-0.1929;3.458;BSM2
2021-06-12;00:30:00;-0.1918;3.459;BSM2
2021-06-12;01:00:00;-0.191;3.46;BSM2
2021-06-12;01:30:00;-0.1906;3.461;BSM2
2021-06-12;02:00:00;-0.189;3.462;BSM2
2021-06-12;02:30:00;-0.1885;3.463;BSM2
2021-06-12;03:00:00;-0.1878;3.464;BSM2
2021-06-12;03:30:00;-0.187;3.465;BSM2
2021-06-12;04:00:00;-0.185;3.466;BSM2
2021-06-12;04:30:00;-0.1849;3.468;BSM2
2021-06-12;05:00:00;-0.1856;3.469;BSM2
2021-06-12;05:30:00;-0.1844;3.47;BSM2
2021-06-12;06:00:00;-0.1824;3.471;BSM2
2021-06-12;06:30:00;-0.1817;3.473;BSM2
2021-06-12;07:00:00;-0.1831;3.474;BSM2
2021-06-12;07:30:00;-0.1817;3.474;BSM2
2021-06-12;08:00:00;-0.181;3.475;BSM2
2021-06-12;08:30:00;-0.1824;3.476;BSM2
2021-06-12;09:00:00;-0.1805;3.477;BSM2
2021-06-12;09:30:00;-0.1795;3.479;BSM2
2021-06-12;10:00:00;-0.1798;3.48;BSM2
2021-06-12;10:30:00;-0.1797;3.481;BSM2
2021-06-12;11:00:00;-0.1781;3.483;BSM2
2021-06-12;11:30:00;-0.1776;3.484;BSM2
2021-06-12;12:00:00;-0.1787;3.485;BSM2
2021-06-12;12:30:00;-0.177;3.486;BSM2
2021-06-12;13:00:00;-0.1764;3.488;BSM2
2021-06-12;13:30:00;-0.1751;3.489;BSM2
2021-06-12;14:00:00;-0.1744;3.49;BSM2
2021-06-12;14:30:00;-0.1713;3.491;BSM2
2021-06-12;15:00:00;-0.1695;3.493;BSM2
2021-06-12;15:30:00;-0.1681;3.494;BSM2
2021-06-12;16:00:00;-0.1629;3.496;BSM2
2021-06-12;16:30:00;-0.1576;3.496;BSM2
2021-06-12;17:00:00;-0.1514;3.498;BSM2
2021-06-12;17:30:00;-0.1441;3.499;BSM2
2021-06-12;18:00:00;-0.1431;3.499;BSM2
2021-06-12;18:30:00;-0.144;3.501;BSM2
2021-06-12;19:00:00;-0.1332;3.502;BSM2
2021-06-12;19:30:00;-0.1265;3.504;BSM2
2021-06-12;20:00:00;-0.1189;3.506;BSM2
2021-06-12;20:30:00;-0.1246;3.508;BSM2
2021-06-12;21:00:00;-0.1148;3.51;BSM2
2021-06-12;21:30:00;-0.1115;3.513;BSM2
2021-06-12;22:00:00;-0.1064;3.514;BSM2
2021-06-12;22:30:00;-0.111;3.517;BSM2
2021-06-12;23:00:00;-0.1023;3.52;BSM2
2021-06-12;23:30:00;-0.1027;3.523;BSM2
2021-06-13;00:00:00;-0.0959;3.525;BSM2
2021-06-13;00:30:00;-0.0947;3.528;BSM2
2021-06-13;01:00:00;-0.0929;3.53;BSM2
2021-06-13;01:30:00;-0.0955;3.532;BSM2
2021-06-13;02:00:00;-0.0916;3.536;BSM2
2021-06-13;02:30:00;-0.0877;3.539;BSM2
2021-06-13;03:00:00;-0.0851;3.542;BSM2
