Date;Time;LEVEL;TEMPERATURE;Station_ID
2020-06-12;00:01:00;-0.1312;2.994;VSM2
2020-06-12;01:01:00;-0.1259;2.986;VSM2
2020-06-12;02:01:00;-0.1257;2.979;VSM2
2020-06-12;03:01:00;-0.1256;2.972;VSM2
2020-06-12;04:01:00;-0.1261;2.967;VSM2
2020-06-12;05:01:00;-0.1284;2.963;VSM2
2020-06-12;06:01:00;-0.1299;2.959;VSM2
2020-06-12;07:01:00;-0.1306;2.956;VSM2
2020-06-12;08:01:00;-0.1314;2.952;VSM2
2020-06-12;09:01:00;-0.1303;2.95;VSM2
2020-06-12;10:01:00;-0.1289;2.948;VSM2
2020-06-12;11:01:00;-0.1292;2.947;VSM2
2020-06-12;12:01:00;-0.1324;2.945;VSM2
2020-06-12;13:01:00;-0.1354;2.944;VSM2
2020-06-12;14:01:00;-0.1405;2.943;VSM2
2020-06-12;15:01:00;-0.1455;2.943;VSM2
2020-06-12;16:01:00;-0.1505;2.942;VSM2
2020-06-12;17:01:00;-0.1551;2.942;VSM2
2020-06-12;18:01:00;-0.158;2.942;VSM2
2020-06-12;19:01:00;-0.1604;2.942;VSM2
2020-06-12;20:01:00;-0.1615;2.943;VSM2
2020-06-12;21:01:00;-0.1623;2.943;VSM2
2020-06-12;22:01:00;-0.1623;2.943;VSM2
2020-06-12;23:01:00;-0.1621;2.944;VSM2
2020-06-13;00:01:00;-0.1621;2.945;VSM2
2020-06-13;01:01:00;-0.1622;2.945;VSM2
2020-06-13;02:01:00;-0.1617;2.947;VSM2
2020-06-13;03:01:00;-0.1622;2.947;VSM2
2020-06-13;04:01:00;-0.1627;2.948;VSM2
2020-06-13;05:01:00;-0.1643;2.949;VSM2
2020-06-13;06:01:00;-0.1642;2.95;VSM2
2020-06-13;07:01:00;-0.1641;2.951;VSM2
2020-06-13;08:01:00;-0.1661;2.952;VSM2
2020-06-13;09:01:00;-0.1696;2.954;VSM2
2020-06-13;10:01:00;-0.1717;2.955;VSM2
2020-06-13;11:01:00;-0.1729;2.956;VSM2
2020-06-13;12:01:00;-0.1771;2.957;VSM2
2020-06-13;13:01:00;-0.1785;2.959;VSM2
2020-06-13;14:01:00;-0.1826;2.96;VSM2
2020-06-13;15:01:00;-0.1851;2.961;VSM2
2020-06-13;16:01:00;-0.1862;2.963;VSM2
2020-06-13;17:01:00;-0.1888;2.965;VSM2
2020-06-13;18:01:00;-0.1905;2.966;VSM2
2020-06-13;19:01:00;-0.1923;2.968;VSM2
2020-06-13;20:01:00;-0.1922;2.97;VSM2
2020-06-13;21:01:00;-0.192;2.972;VSM2
2020-06-13;22:01:00;-0.1905;2.974;VSM2
2020-06-13;23:01:00;-0.1907;2.975;VSM2
2020-06-14;00:01:00;-0.1889;2.977;VSM2
2020-06-14;01:01:00;-0.1873;2.978;VSM2
2020-06-14;02:01:00;-0.187;2.98;VSM2
2020-06-14;03:01:00;-0.1865;2.982;VSM2
2020-06-14;04:01:00;-0.1859;2.984;VSM2
2020-06-14;05:01:00;-0.1867;2.985;VSM2
2020-06-14;06:01:00;-0.1868;2.987;VSM2
2020-06-14;07:01:00;-0.1887;2.99;VSM2
2020-06-14;08:01:00;-0.1905;2.992;VSM2
2020-06-14;09:01:00;-0.1896;2.994;VSM2
2020-06-14;10:01:00;-0.1944;2.995;VSM2
2020-06-14;11:01:00;-0.1956;2.997;VSM2
2020-06-14;12:01:00;-0.1999;2.999;VSM2
2020-06-14;13:01:00;-0.2002;3.001;VSM2
2020-06-14;14:01:00;-0.2042;3.003;VSM2
2020-06-14;15:01:00;-0.2069;3.006;VSM2
2020-06-14;16:01:00;-0.2093;3.008;VSM2
2020-06-14;17:01:00;-0.2199;3.009;VSM2
2020-06-14;18:01:00;-0.2222;3.012;VSM2
2020-06-14;19:01:00;-0.2229;3.013;VSM2
2020-06-14;20:01:00;-0.2228;3.016;VSM2
2020-06-14;21:01:00;-0.2239;3.018;VSM2
2020-06-14;22:01:00;-0.223;3.02;VSM2
2020-06-14;23:01:00;-0.2224;3.022;VSM2
2020-06-15;00:01:00;-0.2211;3.024;VSM2
2020-06-15;01:01:00;-0.2201;3.027;VSM2
2020-06-15;02:01:00;-0.2195;3.029;VSM2
2020-06-15;03:01:00;-0.2182;3.031;VSM2
2020-06-15;04:01:00;-0.2179;3.033;VSM2
2020-06-15;05:01:00;-0.2177;3.035;VSM2
2020-06-15;06:01:00;-0.217;3.037;VSM2
2020-06-15;07:01:00;-0.2162;3.039;VSM2
2020-06-15;08:01:00;-0.2092;3.042;VSM2
2020-06-15;09:01:00;-0.1968;3.044;VSM2
2020-06-15;10:01:00;-0.1925;3.046;VSM2
2020-06-15;11:01:00;-0.1902;3.048;VSM2
2020-06-15;12:01:00;-0.1903;3.051;VSM2
2020-06-15;13:01:00;-0.189;3.053;VSM2
2020-06-15;14:01:00;-0.1887;3.055;VSM2
2020-06-15;15:01:00;-0.1905;3.057;VSM2
2020-06-15;16:01:00;-0.1897;3.06;VSM2
2020-06-15;17:01:00;-0.1921;3.062;VSM2
2020-06-15;18:01:00;-0.1928;3.065;VSM2
2020-06-15;19:01:00;-0.1921;3.066;VSM2
2020-06-15;20:01:00;-0.1936;3.069;VSM2
2020-06-15;21:01:00;-0.1931;3.072;VSM2
2020-06-15;22:01:00;-0.1936;3.073;VSM2
2020-06-15;23:01:00;-0.195;3.076;VSM2
2020-06-16;00:01:00;-0.1944;3.079;VSM2
2020-06-16;01:01:00;-0.1944;3.081;VSM2
2020-06-16;02:01:00;-0.1944;3.083;VSM2
2020-06-16;03:01:00;-0.1945;3.085;VSM2
2020-06-16;04:01:00;-0.1958;3.088;VSM2
2020-06-16;05:01:00;-0.1965;3.09;VSM2
2020-06-16;06:01:00;-0.1955;3.093;VSM2
2020-06-16;07:01:00;-0.197;3.095;VSM2
2020-06-16;08:01:00;-0.1968;3.097;VSM2
2020-06-16;09:01:00;-0.1973;3.1;VSM2
2020-06-16;10:01:00;-0.194;3.102;VSM2
2020-06-16;11:01:00;-0.195;3.105;VSM2
2020-06-16;12:01:00;-0.1971;3.107;VSM2
2020-06-16;13:01:00;-0.1972;3.11;VSM2
2020-06-16;14:01:00;-0.2018;3.112;VSM2
2020-06-16;15:01:00;-0.2059;3.115;VSM2
2020-06-16;16:01:00;-0.2105;3.117;VSM2
2020-06-16;17:01:00;-0.215;3.12;VSM2
2020-06-16;18:01:00;-0.2187;3.122;VSM2
2020-06-16;19:01:00;-0.2204;3.124;VSM2
2020-06-16;20:01:00;-0.2218;3.127;VSM2
2020-06-16;21:01:00;-0.2236;3.129;VSM2
2020-06-16;22:01:00;-0.222;3.132;VSM2
2020-06-16;23:01:00;-0.222;3.134;VSM2
2020-06-17;00:01:00;-0.2217;3.136;VSM2
2020-06-17;01:01:00;-0.2204;3.139;VSM2
2020-06-17;02:01:00;-0.22;3.141;VSM2
2020-06-17;03:01:00;-0.22;3.144;VSM2
2020-06-17;04:01:00;-0.2189;3.146;VSM2
2020-06-17;05:01:00;-0.2192;3.149;VSM2
2020-06-17;06:01:00;-0.2197;3.152;VSM2
2020-06-17;07:01:00;-0.2217;3.154;VSM2
2020-06-17;08:01:00;-0.2186;3.157;VSM2
2020-06-17;09:01:00;-0.2186;3.16;VSM2
2020-06-17;10:01:00;-0.2208;3.162;VSM2
2020-06-17;11:01:00;-0.2258;3.164;VSM2
2020-06-17;12:01:00;-0.231;3.167;VSM2
2020-06-17;13:01:00;-0.2318;3.17;VSM2
2020-06-17;14:01:00;-0.2432;3.173;VSM2
2020-06-17;15:01:00;-0.2426;3.175;VSM2
2020-06-17;16:01:00;-0.2454;3.178;VSM2
2020-06-17;17:01:00;-0.2462;3.18;VSM2
2020-06-17;18:01:00;-0.2482;3.183;VSM2
2020-06-17;19:01:00;-0.2492;3.185;VSM2
2020-06-17;20:01:00;-0.25;3.187;VSM2
2020-06-17;21:01:00;-0.2496;3.19;VSM2
2020-06-17;22:01:00;-0.2491;3.192;VSM2
2020-06-17;23:01:00;-0.2497;3.195;VSM2
2020-06-18;00:01:00;-0.2507;3.197;VSM2
2020-06-18;01:01:00;-0.2505;3.2;VSM2
2020-06-18;02:01:00;-0.2505;3.202;VSM2
2020-06-18;03:01:00;-0.2507;3.205;VSM2
2020-06-18;04:01:00;-0.2518;3.208;VSM2
2020-06-18;05:01:00;-0.2527;3.21;VSM2
2020-06-18;06:01:00;-0.2508;3.213;VSM2
2020-06-18;07:01:00;-0.2542;3.216;VSM2
2020-06-18;08:01:00;-0.2547;3.219;VSM2
2020-06-18;09:01:00;-0.2569;3.221;VSM2
2020-06-18;10:01:00;-0.2584;3.224;VSM2
2020-06-18;11:01:00;-0.2607;3.227;VSM2
2020-06-18;12:01:00;-0.2667;3.229;VSM2
2020-06-18;13:01:00;-0.2659;3.232;VSM2
2020-06-18;14:01:00;-0.2698;3.235;VSM2
2020-06-18;15:01:00;-0.272;3.238;VSM2
2020-06-18;16:01:00;-0.2735;3.24;VSM2
2020-06-18;17:01:00;-0.2781;3.243;VSM2
2020-06-18;18:01:00;-0.2816;3.246;VSM2
2020-06-18;19:01:00;-0.2827;3.248;VSM2
2020-06-18;20:01:00;-0.2835;3.251;VSM2
2020-06-18;21:01:00;-0.2863;3.253;VSM2
2020-06-18;22:01:00;-0.2867;3.256;VSM2
2020-06-18;23:01:00;-0.2876;3.258;VSM2
2020-06-19;00:01:00;-0.288;3.261;VSM2
2020-06-19;01:01:00;-0.2899;3.264;VSM2
2020-06-19;02:01:00;-0.2908;3.267;VSM2
2020-06-19;03:01:00;-0.2926;3.269;VSM2
2020-06-19;04:01:00;-0.2904;3.272;VSM2
2020-06-19;05:01:00;-0.2909;3.275;VSM2
2020-06-19;06:01:00;-0.2914;3.278;VSM2
2020-06-19;07:01:00;-0.2899;3.28;VSM2
2020-06-19;08:01:00;-0.2873;3.283;VSM2
2020-06-19;09:01:00;-0.2903;3.286;VSM2
2020-06-19;10:01:00;-0.2896;3.289;VSM2
2020-06-19;11:01:00;-0.2896;3.291;VSM2
2020-06-19;12:01:00;-0.293;3.295;VSM2
2020-06-19;13:01:00;-0.2887;3.297;VSM2
2020-06-19;14:01:00;-0.2903;3.301;VSM2
2020-06-19;15:01:00;-0.2908;3.303;VSM2
2020-06-19;16:01:00;-0.2905;3.306;VSM2
2020-06-19;17:01:00;-0.2907;3.309;VSM2
2020-06-19;18:01:00;-0.2918;3.312;VSM2
2020-06-19;19:01:00;-0.2914;3.314;VSM2
2020-06-19;20:01:00;-0.2921;3.317;VSM2
2020-06-19;21:01:00;-0.2938;3.32;VSM2
2020-06-19;22:01:00;-0.2926;3.322;VSM2
2020-06-19;23:01:00;-0.2924;3.325;VSM2
2020-06-20;00:01:00;-0.2933;3.327;VSM2
2020-06-20;01:01:00;-0.2934;3.33;VSM2
2020-06-20;02:01:00;-0.2934;3.333;VSM2
2020-06-20;03:01:00;-0.2937;3.336;VSM2
2020-06-20;04:01:00;-0.294;3.338;VSM2
2020-06-20;05:01:00;-0.2945;3.342;VSM2
2020-06-20;06:01:00;-0.294;3.345;VSM2
2020-06-20;07:01:00;-0.2948;3.348;VSM2
2020-06-20;08:01:00;-0.2963;3.351;VSM2
2020-06-20;09:01:00;-0.2988;3.353;VSM2
2020-06-20;10:01:00;-0.3008;3.356;VSM2
2020-06-20;11:01:00;-0.3018;3.359;VSM2
2020-06-20;12:01:00;-0.3055;3.362;VSM2
2020-06-20;13:01:00;-0.3057;3.365;VSM2
2020-06-20;14:01:00;-0.3059;3.368;VSM2
2020-06-20;15:01:00;-0.3074;3.371;VSM2
2020-06-20;16:01:00;-0.3097;3.374;VSM2
2020-06-20;17:01:00;-0.3106;3.378;VSM2
2020-06-20;18:01:00;-0.3106;3.38;VSM2
2020-06-20;19:01:00;-0.3101;3.382;VSM2
2020-06-20;20:01:00;-0.3113;3.385;VSM2
2020-06-20;21:01:00;-0.3124;3.388;VSM2
2020-06-20;22:01:00;-0.314;3.391;VSM2
2020-06-20;23:01:00;-0.3155;3.393;VSM2
2020-06-21;00:01:00;-0.3192;3.396;VSM2
2020-06-21;01:01:00;-0.3196;3.399;VSM2
2020-06-21;02:01:00;-0.32;3.402;VSM2
2020-06-21;03:01:00;-0.3208;3.405;VSM2
2020-06-21;04:01:00;-0.3223;3.408;VSM2
2020-06-21;05:01:00;-0.3216;3.411;VSM2
2020-06-21;06:01:00;-0.3218;3.414;VSM2
2020-06-21;07:01:00;-0.3232;3.418;VSM2
2020-06-21;08:01:00;-0.3243;3.421;VSM2
2020-06-21;09:01:00;-0.3235;3.423;VSM2
2020-06-21;10:01:00;-0.3228;3.426;VSM2
2020-06-21;11:01:00;-0.3223;3.43;VSM2
2020-06-21;12:01:00;-0.3211;3.432;VSM2
2020-06-21;13:01:00;-0.3162;3.436;VSM2
2020-06-21;14:01:00;-0.3177;3.439;VSM2
2020-06-21;15:01:00;-0.3149;3.442;VSM2
2020-06-21;16:01:00;-0.3151;3.445;VSM2
2020-06-21;17:01:00;-0.3125;3.448;VSM2
2020-06-21;18:01:00;-0.3129;3.452;VSM2
2020-06-21;19:01:00;-0.3107;3.454;VSM2
2020-06-21;20:01:00;-0.3117;3.457;VSM2
2020-06-21;21:01:00;-0.3122;3.46;VSM2
2020-06-21;22:01:00;-0.3134;3.462;VSM2
2020-06-21;23:01:00;-0.3143;3.465;VSM2
2020-06-22;00:01:00;-0.3154;3.468;VSM2
2020-06-22;01:01:00;-0.3147;3.471;VSM2
2020-06-22;02:01:00;-0.3157;3.473;VSM2
2020-06-22;03:01:00;-0.3164;3.477;VSM2
2020-06-22;04:01:00;-0.3147;3.479;VSM2
2020-06-22;05:01:00;-0.3153;3.483;VSM2
2020-06-22;06:01:00;-0.3149;3.486;VSM2
2020-06-22;07:01:00;-0.3161;3.489;VSM2
2020-06-22;08:01:00;-0.3156;3.493;VSM2
2020-06-22;09:01:00;-0.3137;3.496;VSM2
2020-06-22;10:01:00;-0.3129;3.499;VSM2
2020-06-22;11:01:00;-0.3127;3.502;VSM2
2020-06-22;12:01:00;-0.3191;3.505;VSM2
2020-06-22;13:01:00;-0.3195;3.508;VSM2
2020-06-22;14:01:00;-0.3246;3.512;VSM2
2020-06-22;15:01:00;-0.3269;3.515;VSM2
2020-06-22;16:01:00;-0.3282;3.518;VSM2
2020-06-22;17:01:00;-0.331;3.521;VSM2
2020-06-22;18:01:00;-0.3345;3.524;VSM2
2020-06-22;19:01:00;-0.336;3.526;VSM2
2020-06-22;20:01:00;-0.3291;3.53;VSM2
2020-06-22;21:01:00;-0.3233;3.533;VSM2
2020-06-22;22:01:00;-0.3226;3.536;VSM2
2020-06-22;23:01:00;-0.3231;3.539;VSM2
2020-06-23;00:01:00;-0.3233;3.542;VSM2
2020-06-23;01:01:00;-0.3222;3.545;VSM2
2020-06-23;02:01:00;-0.323;3.548;VSM2
2020-06-23;03:01:00;-0.3249;3.551;VSM2
2020-06-23;04:01:00;-0.3249;3.555;VSM2
2020-06-23;05:01:00;-0.3249;3.558;VSM2
2020-06-23;06:01:00;-0.3238;3.561;VSM2
2020-06-23;07:01:00;-0.3239;3.564;VSM2
2020-06-23;08:01:00;-0.3229;3.568;VSM2
2020-06-23;09:01:00;-0.3234;3.571;VSM2
2020-06-23;10:01:00;-0.3211;3.575;VSM2
2020-06-23;11:01:00;-0.3206;3.578;VSM2
2020-06-23;12:01:00;-0.3224;3.581;VSM2
2020-06-23;13:01:00;-0.3199;3.585;VSM2
2020-06-23;14:01:00;-0.3218;3.588;VSM2
2020-06-23;15:01:00;-0.3245;3.591;VSM2
2020-06-23;16:01:00;-0.3291;3.594;VSM2
2020-06-23;17:01:00;-0.3353;3.598;VSM2
2020-06-23;18:01:00;-0.3374;3.601;VSM2
2020-06-23;19:01:00;-0.3395;3.604;VSM2
2020-06-23;20:01:00;-0.3407;3.606;VSM2
2020-06-23;21:01:00;-0.3417;3.61;VSM2
2020-06-23;22:01:00;-0.3423;3.613;VSM2
2020-06-23;23:01:00;-0.342;3.616;VSM2
2020-06-24;00:01:00;-0.3413;3.619;VSM2
2020-06-24;01:01:00;-0.3413;3.623;VSM2
2020-06-24;02:01:00;-0.3418;3.626;VSM2
2020-06-24;03:01:00;-0.3409;3.628;VSM2
2020-06-24;04:01:00;-0.343;3.632;VSM2
2020-06-24;05:01:00;-0.3432;3.635;VSM2
2020-06-24;06:01:00;-0.3435;3.639;VSM2
2020-06-24;07:01:00;-0.3459;3.643;VSM2
2020-06-24;08:01:00;-0.3444;3.646;VSM2
2020-06-24;09:01:00;-0.3432;3.65;VSM2
2020-06-24;10:01:00;-0.345;3.653;VSM2
2020-06-24;11:01:00;-0.3437;3.657;VSM2
2020-06-24;12:01:00;-0.3488;3.66;VSM2
2020-06-24;13:01:00;-0.3457;3.664;VSM2
2020-06-24;14:01:00;-0.3513;3.667;VSM2
2020-06-24;15:01:00;-0.3517;3.67;VSM2
2020-06-24;16:01:00;-0.3527;3.673;VSM2
2020-06-24;17:01:00;-0.3538;3.677;VSM2
2020-06-24;18:01:00;-0.3553;3.682;VSM2
2020-06-24;19:01:00;-0.3545;3.684;VSM2
2020-06-24;20:01:00;-0.3547;3.687;VSM2
2020-06-24;21:01:00;-0.3548;3.691;VSM2
2020-06-24;22:01:00;-0.3544;3.693;VSM2
2020-06-24;23:01:00;-0.3548;3.696;VSM2
2020-06-25;00:01:00;-0.3549;3.699;VSM2
2020-06-25;01:01:00;-0.3558;3.703;VSM2
2020-06-25;02:01:00;-0.3576;3.706;VSM2
2020-06-25;03:01:00;-0.359;3.709;VSM2
2020-06-25;04:01:00;-0.3612;3.712;VSM2
2020-06-25;05:01:00;-0.3626;3.716;VSM2
2020-06-25;06:01:00;-0.3618;3.72;VSM2
2020-06-25;07:01:00;-0.3642;3.724;VSM2
2020-06-25;08:01:00;-0.3655;3.727;VSM2
2020-06-25;09:01:00;-0.3646;3.731;VSM2
2020-06-25;10:01:00;-0.3607;3.735;VSM2
2020-06-25;11:01:00;-0.3653;3.738;VSM2
2020-06-25;12:01:00;-0.3693;3.742;VSM2
2020-06-25;13:01:00;-0.3684;3.745;VSM2
2020-06-25;14:01:00;-0.37;3.749;VSM2
2020-06-25;15:01:00;-0.3705;3.753;VSM2
2020-06-25;16:01:00;-0.3715;3.756;VSM2
2020-06-25;17:01:00;-0.3714;3.76;VSM2
2020-06-25;18:01:00;-0.3712;3.764;VSM2
2020-06-25;19:01:00;-0.3709;3.766;VSM2
2020-06-25;20:01:00;-0.3737;3.77;VSM2
2020-06-25;21:01:00;-0.3765;3.773;VSM2
2020-06-25;22:01:00;-0.3753;3.775;VSM2
2020-06-25;23:01:00;-0.3769;3.779;VSM2
2020-06-26;00:01:00;-0.3764;3.782;VSM2
2020-06-26;01:01:00;-0.3758;3.785;VSM2
2020-06-26;02:01:00;-0.3733;3.788;VSM2
2020-06-26;03:01:00;-0.3717;3.792;VSM2
2020-06-26;04:01:00;-0.3702;3.795;VSM2
2020-06-26;05:01:00;-0.3715;3.799;VSM2
2020-06-26;06:01:00;-0.3699;3.803;VSM2
2020-06-26;07:01:00;-0.3691;3.807;VSM2
2020-06-26;08:01:00;-0.369;3.81;VSM2
2020-06-26;09:01:00;-0.3684;3.814;VSM2
2020-06-26;10:01:00;-0.3656;3.819;VSM2
2020-06-26;11:01:00;-0.3677;3.823;VSM2
2020-06-26;12:01:00;-0.367;3.826;VSM2
2020-06-26;13:01:00;-0.3661;3.83;VSM2
2020-06-26;14:01:00;-0.3672;3.834;VSM2
2020-06-26;15:01:00;-0.3677;3.838;VSM2
2020-06-26;16:01:00;-0.3706;3.842;VSM2
2020-06-26;17:01:00;-0.372;3.845;VSM2
2020-06-26;18:01:00;-0.3726;3.849;VSM2
2020-06-26;19:01:00;-0.3734;3.851;VSM2
2020-06-26;20:01:00;-0.373;3.855;VSM2
2020-06-26;21:01:00;-0.3744;3.858;VSM2
2020-06-26;22:01:00;-0.3723;3.861;VSM2
2020-06-26;23:01:00;-0.3717;3.864;VSM2
2020-06-27;00:01:00;-0.3733;3.867;VSM2
2020-06-27;01:01:00;-0.3728;3.871;VSM2
2020-06-27;02:01:00;-0.3729;3.874;VSM2
2020-06-27;03:01:00;-0.3738;3.878;VSM2
2020-06-27;04:01:00;-0.3749;3.881;VSM2
2020-06-27;05:01:00;-0.3739;3.885;VSM2
2020-06-27;06:01:00;-0.3727;3.89;VSM2
2020-06-27;07:01:00;-0.3739;3.893;VSM2
2020-06-27;08:01:00;-0.3751;3.897;VSM2
2020-06-27;09:01:00;-0.3803;3.901;VSM2
2020-06-27;10:01:00;-0.3742;3.905;VSM2
2020-06-27;11:01:00;-0.3752;3.909;VSM2
2020-06-27;12:01:00;-0.3817;3.913;VSM2
2020-06-27;13:01:00;-0.3782;3.917;VSM2
2020-06-27;14:01:00;-0.3795;3.921;VSM2
2020-06-27;15:01:00;-0.381;3.925;VSM2
2020-06-27;16:01:00;-0.3786;3.93;VSM2
2020-06-27;17:01:00;-0.3828;3.933;VSM2
2020-06-27;18:01:00;-0.3829;3.936;VSM2
2020-06-27;19:01:00;-0.3833;3.938;VSM2
2020-06-27;20:01:00;-0.385;3.942;VSM2
2020-06-27;21:01:00;-0.3857;3.946;VSM2
2020-06-27;22:01:00;-0.3847;3.949;VSM2
2020-06-27;23:01:00;-0.3842;3.952;VSM2
2020-06-28;00:01:00;-0.3861;3.955;VSM2
2020-06-28;01:01:00;-0.3872;3.959;VSM2
2020-06-28;02:01:00;-0.3875;3.962;VSM2
2020-06-28;03:01:00;-0.3891;3.966;VSM2
2020-06-28;04:01:00;-0.3883;3.969;VSM2
2020-06-28;05:01:00;-0.391;3.974;VSM2
2020-06-28;06:01:00;-0.3915;3.977;VSM2
2020-06-28;07:01:00;-0.3924;3.981;VSM2
2020-06-28;08:01:00;-0.3948;3.986;VSM2
2020-06-28;09:01:00;-0.394;3.989;VSM2
2020-06-28;10:01:00;-0.394;3.993;VSM2
2020-06-28;11:01:00;-0.3946;3.997;VSM2
2020-06-28;12:01:00;-0.3948;4.001;VSM2
2020-06-28;13:01:00;-0.3922;4.005;VSM2
2020-06-28;14:01:00;-0.3933;4.009;VSM2
2020-06-28;15:01:00;-0.392;4.013;VSM2
2020-06-28;16:01:00;-0.3913;4.017;VSM2
2020-06-28;17:01:00;-0.395;4.02;VSM2
2020-06-28;18:01:00;-0.3973;4.025;VSM2
2020-06-28;19:01:00;-0.3964;4.027;VSM2
2020-06-28;20:01:00;-0.3962;4.031;VSM2
2020-06-28;21:01:00;-0.3981;4.035;VSM2
2020-06-28;22:01:00;-0.3977;4.037;VSM2
2020-06-28;23:01:00;-0.3993;4.041;VSM2
2020-06-29;00:01:00;-0.3989;4.045;VSM2
2020-06-29;01:01:00;-0.3983;4.048;VSM2
